GEO_CODE (POR),GEO_LEVEL,GEO_NAME,Population Count,Median Age,Population Density (pop/km2),Mean Weeks Worked,After Tax Measure Low Income Prevalence (%),After Tax Cut-Off Low Income Prevalence (%),Total Youth (0-25),Total Adult (26+),Total Adult Males,Total Adult Females
1008072,3,"Middle Arm, T",475,46.7,18.8,33.5,25.3,25.3,120,360,180,175
1008073,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA
1008074,3,"Division No. 8, Subd. A, SNO",320,53.2,0.1,22.3,19,19,55,260,130,130
1008075,3,"Fleur de Lys, T",245,54.9,6.1,27.3,x,x,40,195,110,95
1008076,3,"LaScie, T",870,49,29.9,28.9,17.7,17.7,205,670,320,370
1008077,3,"Brent's Cove, T",160,51.2,153.6,22.3,x,x,35,125,65,70
1008078,3,"Pacquet, T",165,60.4,11.3,26.5,x,x,25,145,65,75
1008079,3,"Baie Verte, T",1310,48,3.5,38.7,12.6,12.6,310,1.00E+03,470,530
1008091,3,"Seal Cove (White Bay), T",305,56.2,28.1,36.4,18.3,18.3,35,265,130,130
1008092,3,"Coachman's Cove, T",105,57.4,5.8,27.3,x,x,20,85,50,35
1008093,3,"Westport, T",195,51.2,38,29.4,x,x,35,150,80,85
1008095,3,"Ming's Bight, T",320,47.7,84.4,33.7,15.6,15.6,75,250,125,120
1008096,3,"Woodstock, T",190,57.6,18.8,31.5,x,x,25,155,85,75
1008098,3,"Miles Cove, T",105,60.5,25.8,25.3,x,x,5,105,55,50
1008099,3,"Fogo Island, T",2245,53.3,9.4,28.9,16.9,16.9,425,1810,905,915
1009001,3,"Division No. 9, Subd. F, SNO",70,58.9,0,20.3,x,x,5,60,30,30
1009004,3,"Englee, T",530,53.6,18.3,25.3,28.3,28.3,105,425,210,210
1009007,3,"Roddickton-Bide Arm, T",1000,49.2,20.9,32.5,18.4,18.4,240,755,350,395
1009008,3,"Conche, T",170,57.8,18.4,28.1,x,x,25,145,80,85
1009009,3,"Division No. 9, Subd. A, SNO",120,64.9,0.1,34.5,x,x,5,120,50,55
1009010,3,"Trout River, T",555,48.1,93.3,22.9,25.5,25.5,140,420,210,210
1009011,3,"Woody Point, Bonne Bay, T",280,60.9,96.8,28.2,17.9,17.9,35,255,120,135
1009012,3,"Norris Point, T",670,53.8,136.5,32.1,13.7,13.7,135,525,250,285
1009013,3,"Rocky Harbour, T",945,51.1,78.4,30.5,16.9,16.9,200,755,360,390
1009015,3,"Daniel's Harbour, T",255,55.9,30.9,28.2,15.7,15.7,45,215,105,115
1009016,3,"Cow Head, T",425,55.4,24,30.8,19.8,19.8,80,350,175,175
1009017,3,"Parson's Pond, T",345,55.4,27.3,28.6,27.5,27.5,70,275,140,140
1009018,3,"Hawke's Bay, T",315,52.3,6.8,31.3,17.5,17.5,45,250,135,130
1009019,3,"Port Saunders, T",675,51.3,17.4,31.5,14.4,14.4,135,530,260,275
1009020,3,"St. Pauls, T",240,52.1,44.5,31.5,x,x,40,180,105,110
1009021,3,"Division No. 9, Subd. C, SNO",2530,51.8,1.3,26,13.5,13.5,495,2035,965,1055
1009022,3,"Port au Choix, T",790,52,22.2,28.3,16.4,16.4,155,645,325,315
1009023,3,"Anchor Point, T",315,44.6,130.2,24.1,11.1,11.1,75,220,120,115
1009024,3,"Flower's Cove, T",270,59.5,35.4,32.8,x,x,35,235,110,125
1009026,3,"Bird Cove, T",180,54.1,19.1,27.8,x,x,30,155,75,70
1009028,3,"Main Brook, T",245,58.1,8.5,26.8,x,x,40,210,100,110
1009029,3,"St. Anthony, T",2260,49,61,38.2,10.7,10.7,515,1745,815,915
1009030,3,"Glenburnie-Birchy Head-Shoal Brook, T",220,55.5,34.1,29.4,x,x,40,185,85,100
1009031,3,"Division No. 9, Subd. D, SNO",645,56.3,0.7,26.6,15.6,15.6,85,555,290,275
1009032,3,"St. Lunaire-Griquet, T",605,50.4,36.2,32.4,11.7,11.7,130,480,230,245
1009034,3,"Cook's Harbour, T",125,59,62.9,31.6,x,x,20,100,50,55
1009035,3,"Raleigh, T",180,58.1,15.9,31.4,x,x,20,150,75,85
1009037,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA
1009039,3,"Goose Cove East, T",170,51.7,64.8,35.2,x,x,20,145,80,65
1009041,3,"Division No. 9, Subd. H, SNO",160,53.1,0.1,20.8,x,x,20,135,80,65
1009042,3,"Bellburns, T",50,65.1,7.2,NA,x,x,0,55,30,20
1009047,3,"Division No. 9, Subd. G, SNO",40,48.8,0,NA,x,x,5,35,30,20
1009048,3,"River of Ponds, T",215,54.2,45.8,23.6,x,x,35,175,95,85
1010001,3,"Division No. 10, Subd. A, SNO",60,55,0,37.4,x,x,10,60,25,25
1010002,3,"L'Anse au Loup, T",555,48.5,160.5,36.8,12.5,12.5,145,410,200,215
1010003,3,"Red Bay, T",170,56.7,106.8,30.9,x,x,25,145,70,80
1010004,3,"L'Anse-au-Clair, T",215,49.7,3.5,34.2,x,x,45,175,85,85
1010005,3,"Forteau, T",410,53.8,55,35.9,11.3,11.3,85,325,165,160
1010006,3,"West St. Modeste, T",110,50.9,14.3,30.7,x,x,20,90,40,45
1010007,3,"Pinware, T",85,49.2,20.1,26.7,x,x,25,60,35,20
1010008,3,"Division No. 10, Subd. B, SNO",365,44.5,0,24.1,20.3,20.3,95,280,145,140
1010009,3,"Port Hope Simpson, T",415,44.6,12.7,32,12.2,12.2,115,310,160,155
1010010,3,"St. Lewis, T",195,48.5,21,28.7,x,x,50,140,85,80
1010011,3,"Mary's Harbour, T",340,48.1,8.9,27.5,6.2,6.2,70,265,145,125
1010012,3,"Cartwright, Labrador, T",425,47.9,130.7,27.2,17.6,17.6,100,325,165,175
1010013,3,"Charlottetown (Labrador), T",290,45,9.5,26.6,6.9,6.9,85,215,110,100
1010020,3,"Division No. 10, Subd. C, SNO",550,25.1,0,39.3,11,11,270,280,145,130
1010022,3,"North West River, T",545,47.8,170.9,40,7.3,7.3,125,420,215,205
1010025,3,"Happy Valley-Goose Bay, T",8105,38.8,26.5,42.1,7.4,7.4,2450,5665,2805,2860
1010029,3,"Division No. 10, Subd. D, SNO",705,34.4,0,46.2,0.7,0.7,275,445,230,215
1010032,3,"Labrador City, T",7220,37.4,186,41.5,5.2,5.2,2180,5055,2605,2450
1010034,3,"Wabush, T",1910,36.1,41.2,42.4,3.7,3.7,615,1290,655,630
1010042,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1010801,3,"Natuashish 2, IRI",935,21.6,21.1,37.3,0,0,540,390,200,205
1010802,3,"Sheshatshiu 3, IRI",1020,21.4,119.4,38.6,0,0,555,465,215,245
1011005,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1011010,3,"Rigolet, T",305,37.5,84.4,34,13.1,13.1,100,200,115,105
1011015,3,"Postville, T",180,41.2,89.4,36.6,x,x,55,120,70,55
1011020,3,"Makkovik, T",375,35.9,191,27.7,14.7,14.7,120,260,135,130
1011030,3,"Hopedale, T",570,32,171,36.2,25.2,25.2,205,365,175,185
1011035,3,"Nain, T",1125,31,11.9,37.1,24,24,435,670,345,330
1011040,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1101001,3,"Lot 64, LOT",935,48.1,11.4,34.1,12,12,230,700,380,315
1101002,3,"Murray Harbour, COM",255,55.7,66.3,30.3,17.6,17.6,55,225,110,105
1101004,3,"Murray River, COM",305,49.6,207.3,36.3,14.8,14.8,65,240,105,130
1101006,3,"Lot 63, LOT",815,48,8,35.2,20.2,20.2,215,595,310,290
1101008,3,"Lot 61, LOT",745,49.7,8.8,34.9,14.1,14.1,175,565,295,285
1101009,3,"Lot 59, LOT",1185,47.9,15,38.6,17.9,17.9,275,915,470,435
1101011,3,"Lot 66, LOT",210,34,8.6,42.3,x,x,75,130,65,60
1101014,3,"Lot 51, LOT",790,43,10.9,38.1,12,12,225,560,280,285
1101016,3,"Lot 52, LOT",740,47.8,9,38.8,15.5,15.5,200,535,270,270
1101018,3,"Montague, T",1960,50.4,620.8,34.1,33,33,480,1490,620,855
1101019,3,"Lot 53, LOT",490,43.9,6.8,39.4,11.3,11.3,150,345,165,160
1101021,3,"Cardigan, COM",270,45.4,52.5,37.4,14.8,14.8,75,195,85,105
1101022,3,"Kings, Royalty, LOT",280,50,18.8,31.8,16.1,16.1,70,215,100,105
1101024,3,"Georgetown, T",555,46.2,348.1,32.2,27.9,27.9,155,395,205,185
1101026,3,"Lot 54, LOT",320,48.7,4.1,37.6,18.8,18.8,75,230,125,115
1101028,3,"Lot 55, LOT",395,49.7,4.6,35.5,12.7,12.7,90,315,160,155
1101029,3,"Lot 56, LOT",325,47.5,4,34.5,13.8,13.8,95,240,120,115
1101031,3,"Lot 43, LOT",690,48.3,9.5,40.2,18.1,18.1,180,515,230,265
1101032,3,"Lot 44, LOT",770,46.7,10,35.3,14.3,14.3,225,545,280,265
1101034,3,"Lot 45, LOT",460,41.4,6.6,36,10.9,10.9,155,305,150,155
1101036,3,"Souris, T",1055,52,303.7,33.2,30.7,30.7,250,805,390,410
1101038,3,"Lot 46, LOT",345,46.1,4.1,34,8.6,8.6,105,235,120,125
1101039,3,"Lot 47, LOT",475,51.8,5.3,35.4,10.5,10.5,105,365,180,180
1101041,3,"Lot 42, LOT",250,49.6,2.6,32.5,x,x,65,190,85,90
1101042,3,"Lot 41, LOT",405,49.8,5.7,34.7,13.6,13.6,105,300,155,150
1101044,3,"St. Peters Bay, COM",235,48.8,55.4,41.5,x,x,65,180,80,90
1101046,3,"Lot 40, LOT",430,48.2,5.6,37.8,15.1,15.1,105,330,155,165
1101048,3,"Morell, COM",295,45.9,203.2,39.2,10.2,10.2,85,210,110,110
1101049,3,"Lot 39, LOT",615,49.6,7.4,37.4,16.3,16.3,155,480,230,240
1101050,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,NA,NA
1101051,3,"Lot 38, LOT",530,43.1,6.6,41.3,9.4,9.4,155,365,190,190
1102001,3,"Lot 62, LOT",560,41.2,6.8,34.9,18.2,18.2,185,365,205,185
1102004,3,"Lot 60, LOT",310,51.3,3.7,36.7,19.4,19.4,70,235,110,130
1102006,3,"Lot 58, LOT",440,48.8,5.9,39.4,11.4,11.4,100,320,170,170
1102008,3,"Lot 57, LOT",975,48.4,10.1,41.5,17.3,17.3,265,710,355,360
1102009,3,"Lot 50, LOT",945,37.2,11.5,40.7,11.7,11.7,330,620,290,320
1102012,3,"Lot 49, LOT",1095,44.1,11.5,45,11.4,11.4,315,770,390,380
1102014,3,"Lot 48, LOT",2045,39.9,28.4,43.2,11.7,11.7,660,1380,675,710
1102026,3,"Lot 31, LOT",1765,40.1,25.8,42.7,9.3,9.3,585,1185,570,620
1102028,3,"Lot 65, LOT",2345,42.7,27.8,41.3,9.6,9.6,710,1630,810,830
1102029,3,"Lot 30, LOT",850,42.8,9.9,38.3,16,16,245,595,305,295
1102030,3,"Rocky Point 3, IRI",50,32.2,1250,37.7,x,x,20,35,25,10
1102031,3,"Lot 29, LOT",920,48.5,11,39,12.5,12.5,260,655,325,345
1102032,3,"Victoria, COM",75,55.5,50.8,47.4,x,x,10,65,30,35
1102033,3,"Meadowbank, COM",355,51.9,38.2,38.8,9.9,9.9,85,260,130,125
1102034,3,"Crapaud, COM",315,52.8,148.4,40.5,11.5,11.5,70,245,100,140
1102036,3,"Lot 67, LOT",825,40.7,9.1,41.5,18.2,18.2,245,590,285,285
1102037,3,"Clyde River, COM",655,44.5,39.5,41.5,9.2,9.2,195,455,235,230
1102038,3,"Lot 20, LOT",850,52.4,11.5,37.1,10.6,10.6,195,645,320,350
1102039,3,"Lot 21, LOT",855,53.1,11.2,38,9.9,9.9,165,690,345,350
1102040,3,"Miltonvale Park, COM",1150,46.1,32.4,42.1,14.2,14.2,295,850,430,425
1102041,3,"Lot 22, LOT",605,46.1,8.4,41.5,9.1,9.1,165,435,205,240
1102042,3,"Lot 23, LOT",985,44.4,13.9,37.9,13.8,13.8,300,695,345,355
1102043,3,"Hunter River, COM",355,46.8,59.7,40.6,22.7,22.7,95,260,130,130
1102044,3,"Lot 24, LOT",1735,46.4,24.9,41.2,14.7,14.7,465,1280,630,630
1102045,3,"Resort Mun. Stan.B.-Hope R.-Bayv.-Cavend.-N.Rust., COM",330,54.8,8.7,35.9,11.1,11.1,65,250,125,130
1102046,3,"North Rustico, COM",605,56,251.8,33.6,21.5,21.5,110,490,230,260
1102048,3,"Brackley, COM",375,46.5,42.3,43.1,6.8,6.8,95,275,130,135
1102049,3,"Lot 33, LOT",1325,43.1,25.4,40.5,12.2,12.2,360,950,480,495
1102050,3,"Union Road, COM",205,44.7,20.5,43.2,x,x,50,145,80,60
1102051,3,"Breadalbane, COM",165,41.5,13.3,40.3,x,x,55,120,60,60
1102052,3,"Lot 34, LOT",2850,41.6,31,41.3,9.3,9.3,845,2005,970,1035
1102054,3,"Lot 35, LOT",1640,41.7,20.7,40.7,13.1,13.1,480,1170,590,585
1102056,3,"Lot 36, LOT",755,38.9,9,42,12.1,12.1,235,525,255,245
1102057,3,"Scotchfort 4, IRI",200,27,139.9,27.3,x,x,85,115,45,60
1102058,3,"Lot 37, LOT",585,37.8,6.3,38.9,12.8,12.8,175,405,200,210
1102059,3,"Mount Stewart, COM",210,45.2,170.7,39.3,x,x,50,165,75,95
1102065,3,"Winsloe South, COM",225,41.8,23.4,46.5,x,x,80,140,70,65
1102070,3,"Warren Grove, COM",355,41,35,42.8,12.7,12.7,115,245,125,125
1102075,3,"Charlottetown, CY",36095,42.8,814.1,41.2,22.5,22.5,10035,26060,11820,14235
1102080,3,"Stratford, T",9705,40.5,430.8,42.7,12,12,2960,6750,3115,3640
1102085,3,"Cornwall, T",5350,39.8,189.7,42.4,11.7,11.7,1740,3605,1685,1910
1103001,3,"Lot 28, LOT",835,45,10.7,41.5,14.3,14.3,230,585,295,290
1103005,3,"Borden-Carleton, T",725,46,55.7,38,22.8,22.8,195,525,260,270
1103006,3,"Lot 27, LOT",720,48.2,9.5,41.6,6.9,6.9,190,535,265,265
1103008,3,"Kinkora, COM",340,40.2,87.9,42.5,7.5,7.5,110,225,105,125
1103009,3,"Lot 26, LOT",1000,46.5,11.2,38.1,9.5,9.5,270,720,370,370
1103011,3,"Lot 25, LOT",1155,46.8,16.1,42.4,10.8,10.8,325,835,415,430
1103012,3,"Lot 19, LOT",1805,46.3,27.8,39.2,12.3,12.3,470,1335,665,665
1103014,3,"Kensington, T",1620,48.9,537.8,39.4,17.9,17.9,410,1200,540,670
1103015,3,"Bedeque and Area, COM",300,41.4,119.2,37.8,13.3,13.3,85,215,110,110
1103016,3,"Lot 18, LOT",1065,49.8,11.4,37.3,11.3,11.3,260,800,420,415
1103018,3,"Sherbrooke, COM",160,52.1,18,38.4,x,x,35,125,70,60
1103019,3,"Lot 17, LOT",575,40.7,11.2,43.5,19.3,19.3,190,400,215,190
1103023,3,"Linkletter, COM",310,47.3,34.1,40.3,17.7,17.7,85,220,115,105
1103024,3,"Miscouche, COM",870,41.8,253.2,42.8,16.4,16.4,270,605,305,310
1103025,3,"Summerside, CY",14830,46.7,520.5,40.6,19.9,19.9,3925,10905,4975,5925
1103026,3,"Lot 15, LOT",1115,50.4,11.8,38.5,12.2,12.2,255,865,435,415
1103027,3,"Abrams Village, COM",275,44,215.6,34.8,11.1,11.1,85,200,90,90
1103028,3,"Lot 16, LOT",710,44.1,9,41.6,13.5,13.5,210,500,250,245
1103029,3,"Wellington, COM",415,57.2,233.3,42.4,21.6,21.6,90,335,140,180
1103031,3,"Lot 14, LOT",755,42.6,8.6,36.8,19.9,19.9,235,520,270,255
1103032,3,"Lot 13, LOT",710,43.4,8,37.6,14.1,14.1,220,495,245,255
1103033,3,"Tyne Valley, COM",250,48.8,144.4,29.4,x,x,65,190,90,80
1103034,3,"Lot 12, LOT",810,40.8,10.2,31.4,18,18,245,565,280,290
1103035,3,"Lennox Island 1, IRI",325,29.9,26.3,24.9,0,0,130,175,95,85
1103036,3,"Lot 11, LOT",495,44.4,5.5,29.8,20.2,20.2,140,350,185,180
1103038,3,"Lot 10, LOT",265,47.1,3.7,36.7,24.5,24.5,70,200,90,95
1103041,3,"Lot 6, LOT",815,44.2,11.2,35,19.6,19.6,235,580,290,280
1103042,3,"O'Leary, COM",815,53.3,483.7,34.8,33.8,33.8,205,625,255,355
1103044,3,"Lot 9, LOT",290,49,3.9,41.8,28.1,28.1,85,205,105,110
1103046,3,"Lot 8, LOT",555,46.1,6.6,37.8,18.9,18.9,160,405,200,205
1103048,3,"Lot 7, LOT",460,49.7,5.9,32.3,8.7,8.7,115,340,155,175
1103049,3,"Lot 5, LOT",1285,45.8,15.9,38.3,7.8,7.8,350,935,455,475
1103051,3,"Lot 4, LOT",1115,45,10.8,37.4,9.9,9.9,315,805,405,410
1103052,3,"Alberton, T",1145,52,253.5,36.1,26.7,26.7,255,900,400,495
1103054,3,"Lot 3, LOT",770,43.1,8.9,34.3,9.7,9.7,240,530,270,260
1103056,3,"Lot 2, LOT",1455,44.1,17,31.6,13.7,13.7,445,1015,500,505
1103057,3,"St. Louis, COM",65,55,106.1,35.8,x,x,15,45,30,25
1103058,3,"Lot 1, LOT",1670,45.5,17.4,29.3,10.8,10.8,475,1200,595,590
1103059,3,"Tignish, COM",720,53.2,122.4,31.2,24.2,24.2,175,545,255,290
1103062,3,"Miminegash, COM",145,53.8,77.7,26.3,x,x,30,120,55,65
1201001,3,"Barrington, MD",6645,48.2,10.5,36.4,16.5,16.5,1625,5025,2475,2545
1201004,3,"Clark's Harbour, T",760,48.1,269.6,36.5,21.7,21.7,175,570,300,300
1201006,3,"Shelburne, MD",4290,52.5,2.4,38.8,18.7,18.7,885,3410,1675,1725
1201008,3,"Shelburne, T",1740,50,197.2,39.4,27.2,27.2,425,1320,590,715
1201009,3,"Lockeport, T",535,57.2,228.2,39,21.6,21.6,90,440,190,235
1202001,3,"Argyle, MD",7895,49.8,5.2,38.8,12.7,12.7,1885,6010,2960,3070
1202004,3,"Yarmouth, MD",9845,48.5,16.8,41.1,17.1,17.1,2405,7445,3545,3890
1202006,3,"Yarmouth, T",6515,48.6,616.9,40.6,33,33,1645,4870,2125,2745
1202040,3,"Yarmouth 33, IRI",155,38.2,502.2,42.9,x,x,60,105,55,45
1203001,3,"Clare, MD",8020,52.9,9.4,40.2,18.5,18.5,1545,6470,3115,3360
1203004,3,"Digby, MD",7110,50.7,4.3,37,24.2,24.2,1605,5495,2700,2795
1203006,3,"Digby, T",2060,54.5,654.6,40.6,33.4,33.4,420,1630,715,925
1203009,3,"Bear River (Part) 6, IRI",135,29.7,40.6,39,x,x,65,80,35,35
1204009,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA
1204010,3,"Queens, RGM",10310,53.2,4.3,40.1,24.5,24.5,2105,8210,3915,4270
1204015,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA
1205001,3,"Annapolis, Subd. D, SC",2990,51,1.5,41.7,25.9,25.9,690,2305,1145,1150
1205002,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1205004,3,"Annapolis, Subd. A, SC",5865,55,9.5,38.8,25.9,25.9,1135,4745,2285,2465
1205006,NA,NA,NA,NA,66.1,NA,NA,NA,NA,NA,NA,NA
1205008,3,"Annapolis Royal, T",495,63.4,240.8,36.9,22.7,22.7,65,425,160,270
1205009,3,"Annapolis, Subd. B, SC",4450,53.6,11.8,41.3,28.1,28.1,980,3460,1650,1800
1205014,3,"Annapolis, Subd. C, SC",4950,49.8,23.9,41.8,20.1,20.1,1180,3770,1865,1910
1205016,3,"Middleton, T",1830,51.5,329.1,41.3,31.1,31.1,430,1405,630,770
1206001,3,"Lunenburg, MD",24865,51.8,14.1,41.6,17.1,17.1,5255,19620,9740,9880
1206004,3,"Bridgewater, T",8535,49.2,625.9,41.4,22.4,22.4,1990,6540,2905,3635
1206006,3,"Lunenburg, T",2260,56.1,560.2,41,20.1,20.1,425,1850,785,1060
1206008,3,"Mahone Bay, T",1040,57.7,332.1,41.7,20.1,20.1,180,865,370,505
1206009,3,"Chester, MD",10310,53.1,9.2,40.9,19.4,19.4,2065,8245,4025,4220
1206011,3,"Gold River 21, IRI",95,33.8,34.1,42.4,x,x,45,45,25,30
1206014,NA,NA,NA,NA,60.8,NA,NA,NA,NA,NA,NA,NA
1206016,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1207001,3,"Kings, Subd. A, SC",22235,44.6,18,42.5,17.3,17.3,6065,16165,7945,8225
1207002,3,"Cambridge 32, IRI",140,32,216.4,41.9,x,x,60,90,45,35
1207004,3,"Berwick, T",2505,54.2,381.3,41.3,17.5,17.5,545,1970,845,1120
1207011,3,"Kings, Subd. C, SC",8095,47.5,32.9,42.6,18.2,18.2,2045,6055,2845,3210
1207012,3,"Kentville, T",6270,45.4,363.3,43.1,19.6,19.6,1700,4570,2070,2490
1207016,3,"Kings, Subd. B, SC",11860,45.9,34.3,41.8,20,20,3260,8600,4120,4495
1207021,3,"Kings, Subd. D, SC",5220,51.6,19.6,41.6,16.8,16.8,1185,4045,1965,2080
1207024,3,"Wolfville, T",4195,47.4,649.8,37.6,23,23,1235,2960,1290,1670
1207027,3,"Glooscap 35, IRI",80,32.5,47.3,36.1,x,x,35,45,30,15
1208001,3,"West Hants, MD",15370,46.6,12.4,42.3,16.8,16.8,3940,11435,5545,5875
1208002,3,"Windsor, T",3645,50.2,400.6,42.7,27.6,27.6,905,2725,1170,1565
1208008,3,"East Hants, MD",22455,43.6,12.6,43.3,12.9,12.9,6375,16065,7840,8235
1208014,3,"Indian Brook 14, IRI",1090,27.7,89.5,35.5,0,0,495,585,255,340
1209019,3,"Cole Harbour 30, IRI",205,57,1079.8,46.4,x,x,30,170,65,110
1209029,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1209034,3,"Halifax, RGM",403135,41,73.4,43.1,14.8,14.8,113055,290080,137990,152090
1209037,NA,NA,NA,NA,24.6,NA,NA,NA,NA,NA,NA,NA
1209038,NA,NA,NA,NA,49.1,NA,NA,NA,NA,NA,NA,NA
1209800,NA,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA
1210001,3,"Colchester, Subd. C, SC",13095,46.1,9.1,43.3,15.3,15.3,3505,9595,4690,4900
1210002,3,"Stewiacke, T",1375,47.6,77.9,41.4,19.3,19.3,345,1020,470,555
1210003,3,"Millbrook 27, IRI",860,32.4,243.4,39.7,0,0,345,510,235,270
1210006,3,"Truro, T",12260,46.9,355.5,41.6,25.5,25.5,3060,9195,4060,5135
1210008,3,"Colchester, Subd. B, SC",19535,46.8,15.6,42.3,17.2,17.2,5205,14335,6900,7430
1210012,3,"Colchester, Subd. A, SC",3460,49.5,3.9,41.5,19.4,19.4,835,2625,1270,1350
1211001,3,"Cumberland, Subd. A, SC",1915,56.1,1.7,37.1,27.4,27.4,370,1555,745,790
1211002,3,"Parrsboro, T",1205,53.5,81.4,37.8,30.1,30.1,270,940,420,500
1211006,3,"Cumberland, Subd. B, SC",6855,49.7,5.9,41.2,23.9,23.9,1630,5230,2595,2600
1211009,3,"Cumberland, Subd. C, SC",5270,51.7,5.9,42.7,15.9,15.9,1145,4135,2055,2080
1211011,3,"Amherst, T",9415,47.7,779.7,42.1,25.2,25.2,2390,7015,3130,3915
1211012,3,"Oxford, T",1190,46.8,110.6,39.5,23.2,23.2,315,870,420,445
1211014,3,"Cumberland, Subd. D, SC",4155,55.4,3.9,40,20.3,20.3,810,3350,1655,1680
1212001,3,"Pictou, Subd. A, SC",6075,52.4,7.9,41,15.7,15.7,1305,4775,2390,2395
1212004,3,"Pictou, T",3185,51.5,397.6,38.2,22.6,22.6,760,2430,1110,1325
1212006,3,"Pictou, Subd. B, SC",6175,49.4,8,41.8,16.2,16.2,1425,4755,2295,2450
1212008,3,"Westville, T",3625,44,254.9,41.1,20.6,20.6,1030,2590,1185,1410
1212009,3,"Stellarton, T",4210,43.1,468.1,40.2,23,23,1235,2985,1335,1635
1212011,3,"Pictou, Subd. C, SC",8445,49.7,6.7,41.5,14.4,14.4,1980,6460,3205,3260
1212014,3,"New Glasgow, T",9075,47.8,911.6,41.5,22.6,22.6,2290,6775,3035,3755
1212016,3,"Trenton, T",2475,46.3,407.8,41.7,20.1,20.1,675,1805,875,940
1212019,3,"Fisher's Grant 24, IRI",485,28.4,314.8,29.4,0,0,220,255,125,130
1212023,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1213001,3,"St. Mary's, MD",2235,54.7,1.2,35,20.1,20.1,435,1795,880,930
1213004,3,"Guysborough, MD",4670,56.5,2.2,32.9,23.4,23.4,855,3810,1860,1950
1213008,3,"Mulgrave, T",720,50.7,40.5,38.1,17.9,17.9,175,550,265,280
1214001,3,"Antigonish, Subd. A, SC",8280,45.3,8.9,39.6,10.3,10.3,2350,5925,2875,3065
1214002,3,"Antigonish, T",4365,47,871.7,40.4,21.9,21.9,1250,3125,1370,1755
1214006,3,"Antigonish, Subd. B, SC",6305,45.4,12.1,40,13.9,13.9,1765,4555,2245,2300
1214010,3,"Pomquet And Afton 23, IRI",355,24.4,130,28.4,0,0,175,170,75,100
1215001,3,"Inverness, Subd. C, SC",3185,51.6,3.1,36.9,15.8,15.8,760,2430,1210,1210
1215002,3,"Port Hawkesbury, T",3215,46.3,396.6,40.1,20.6,20.6,860,2345,1095,1265
1215006,3,"Inverness, Subd. B, SC",4930,51.7,6.6,35.6,15.1,15.1,1215,3705,1790,1925
1215008,3,"Whycocomagh 2, IRI",830,23.1,111.1,35,0,0,435,405,175,210
1215011,3,"Inverness, Subd. A, SC",5075,54.8,2.5,33,15.1,15.1,1010,4070,1925,2145
1216001,3,"Richmond, Subd. C, SC",3150,52.3,24.3,34.6,18.1,18.1,675,2475,1195,1280
1216006,3,"Richmond, Subd. A, SC",3795,53.7,8.2,39,17.2,17.2,800,2995,1420,1575
1216011,3,"Richmond, Subd. B, SC",1510,57.5,2.3,32.6,20.2,20.2,240,1270,650,615
1216014,3,"Chapel Island 5, IRI",505,24.2,90.1,27.1,0,0,260,250,135,125
1217008,3,"Membertou 28B, IRI",1015,26.9,686.1,37.3,0,0,485,535,230,295
1217020,3,"Eskasoni 3, IRI",3420,23.5,94.5,35.8,0,0,1800,1620,735,880
1217030,3,"Cape Breton, RGM",94285,50,38.8,38.7,19.7,19.7,22530,71745,33190,38575
1218001,3,"Victoria, Subd. B, SC",3985,54.6,3.2,35.5,13.2,13.2,800,3195,1530,1650
1218003,3,"Wagmatcook 1, IRI",540,25.6,144.1,35.3,0,0,265,275,145,125
1218006,3,"Victoria, Subd. A, SC",2570,50.8,1.6,28.1,15.9,15.9,620,1950,940,1.00E+03
1301001,3,"Saint Martins, P",1130,48.5,1.8,39.6,21.1,21.1,275,855,430,425
1301002,3,"St. Martins, VL",280,52.5,117.4,35.8,21.8,21.8,60,220,100,110
1301004,3,"Simonds, P",3845,42.2,13.7,42.9,13.2,13.2,1085,2775,1370,1405
1301006,3,"Saint John, C",67575,44.1,213.9,43.1,22.5,22.5,17895,49670,23030,26650
1301016,3,"Musquash, P",1195,46.3,5.1,43,12.6,12.6,305,880,465,430
1302001,3,"Grand Manan, P",145,52.5,24,34,x,x,35,120,55,65
1302004,3,"Campobello Island, RCR",870,48.4,22,33.8,23.1,23.1,220,645,315,335
1302006,3,"West Isles, P",795,48.4,20.8,38.5,16,16,175,630,320,305
1302008,3,"Lepreau, P",705,53,3.4,38.8,17,17,135,565,290,300
1302011,3,"Pennfield, P",2170,46.7,6,40.5,18.2,18.2,575,1605,775,825
1302012,3,"Blacks Harbour, VL",895,45.8,98.7,39.5,19.4,19.4,245,660,290,365
